Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
10:00:12,0.055,0.055,0.054,0.056,0.054,0.053,0.055,0.053,0.055,0.055,0.055,0.054,0.057,0.057,0.056,0.058,0.056,0.058,0.057,0.056,0.06,0.06,0.058,0.056,0.056,0.057,0.055,0.056,0.055,0.058,0.056,0.056,0.057,0.059,0.059,0.056,0.055,0.057,0.057,0.056,0.055,0.056,0.058,0.057,0.057,0.057,0.057,0.057,0.056,0.057,0.058,0.056,0.055,0.057,0.057,0.056,0.057,0.057,0.058,0.058,0.053,0.057,0.06,0.058,0.055,0.056,0.055,0.055,0.057,0.056,0.057,0.058,0.056,0.06,0.06,0.059,0.055,0.056,0.056,0.058,0.057,0.056,0.056,0.056,0.054,0.058,0.059,0.058,0.055,0.056,0.054,0.057,0.057,0.056,0.056,0.056
11:00:12,0.055,0.055,0.054,0.056,0.054,0.053,0.055,0.053,0.055,0.055,0.055,0.054,0.056,0.057,0.056,0.058,0.057,0.058,0.057,0.056,0.06,0.06,0.058,0.056,0.056,0.057,0.055,0.057,0.056,0.058,0.056,0.056,0.057,0.059,0.059,0.056,0.055,0.057,0.057,0.056,0.055,0.056,0.058,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.059,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.058,0.058,0.053,0.058,0.06,0.058,0.056,0.056,0.055,0.055,0.057,0.057,0.057,0.058,0.056,0.06,0.06,0.059,0.055,0.056,0.056,0.059,0.057,0.057,0.056,0.056,0.054,0.058,0.059,0.058,0.056,0.056,0.054,0.057,0.057,0.056,0.056,0.056
12:00:14,0.054,0.054,0.054,0.056,0.054,0.053,0.055,0.053,0.055,0.054,0.055,0.053,0.056,0.056,0.056,0.058,0.056,0.058,0.057,0.056,0.06,0.06,0.058,0.056,0.056,0.057,0.055,0.057,0.055,0.058,0.056,0.055,0.057,0.059,0.059,0.056,0.054,0.057,0.057,0.056,0.055,0.056,0.058,0.057,0.057,0.057,0.057,0.056,0.056,0.057,0.058,0.056,0.056,0.057,0.056,0.056,0.058,0.057,0.058,0.057,0.053,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.057,0.057,0.055,0.06,0.06,0.059,0.055,0.056,0.056,0.058,0.057,0.056,0.056,0.055,0.054,0.057,0.058,0.058,0.055,0.056,0.054,0.057,0.057,0.056,0.056,0.056
13:00:15,0.054,0.054,0.054,0.056,0.054,0.053,0.055,0.053,0.055,0.054,0.054,0.053,0.056,0.056,0.055,0.058,0.056,0.058,0.056,0.056,0.06,0.06,0.058,0.056,0.055,0.057,0.055,0.056,0.055,0.058,0.055,0.056,0.056,0.059,0.058,0.056,0.054,0.057,0.057,0.056,0.055,0.056,0.058,0.057,0.057,0.057,0.057,0.056,0.056,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.058,0.057,0.053,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.057,0.057,0.055,0.059,0.059,0.059,0.055,0.056,0.056,0.059,0.057,0.056,0.055,0.055,0.053,0.057,0.058,0.057,0.055,0.055,0.054,0.057,0.057,0.056,0.056,0.056
14:00:16,0.054,0.054,0.053,0.056,0.053,0.053,0.054,0.052,0.054,0.054,0.054,0.053,0.056,0.056,0.055,0.058,0.056,0.057,0.056,0.056,0.06,0.059,0.058,0.056,0.055,0.057,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.055,0.054,0.057,0.057,0.056,0.055,0.056,0.058,0.057,0.057,0.057,0.056,0.056,0.056,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.058,0.057,0.052,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.057,0.057,0.055,0.059,0.059,0.059,0.055,0.055,0.056,0.058,0.057,0.056,0.055,0.055,0.053,0.057,0.058,0.057,0.055,0.055,0.053,0.057,0.057,0.055,0.056,0.056
15:00:18,0.054,0.054,0.053,0.055,0.053,0.053,0.054,0.052,0.054,0.054,0.054,0.053,0.056,0.056,0.055,0.057,0.056,0.058,0.056,0.055,0.06,0.059,0.058,0.056,0.055,0.057,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.055,0.054,0.057,0.057,0.056,0.055,0.055,0.057,0.057,0.057,0.057,0.057,0.056,0.056,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.058,0.057,0.052,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.057,0.057,0.055,0.059,0.059,0.059,0.055,0.055,0.056,0.058,0.057,0.056,0.055,0.055,0.053,0.057,0.058,0.057,0.055,0.055,0.053,0.057,0.056,0.055,0.055,0.055
16:00:19,0.053,0.054,0.053,0.055,0.053,0.052,0.054,0.053,0.054,0.054,0.054,0.052,0.056,0.056,0.055,0.058,0.056,0.057,0.056,0.055,0.06,0.059,0.057,0.055,0.055,0.057,0.055,0.057,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.055,0.054,0.057,0.057,0.056,0.055,0.055,0.057,0.057,0.056,0.057,0.057,0.056,0.056,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.058,0.057,0.052,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.057,0.057,0.055,0.059,0.059,0.059,0.054,0.055,0.056,0.058,0.057,0.056,0.055,0.055,0.053,0.057,0.057,0.057,0.055,0.055,0.054,0.057,0.056,0.056,0.055,0.055
17:00:18,0.053,0.054,0.053,0.055,0.053,0.053,0.054,0.053,0.054,0.053,0.054,0.052,0.055,0.056,0.055,0.058,0.056,0.058,0.056,0.055,0.06,0.059,0.057,0.055,0.055,0.057,0.055,0.056,0.055,0.057,0.055,0.055,0.056,0.059,0.058,0.055,0.054,0.057,0.057,0.056,0.055,0.055,0.057,0.057,0.057,0.057,0.056,0.055,0.055,0.057,0.058,0.056,0.055,0.057,0.057,0.056,0.058,0.057,0.057,0.057,0.052,0.057,0.06,0.058,0.055,0.055,0.056,0.055,0.057,0.057,0.057,0.057,0.055,0.059,0.059,0.059,0.054,0.055,0.056,0.058,0.057,0.056,0.055,0.054,0.053,0.057,0.057,0.057,0.055,0.055,0.053,0.056,0.056,0.055,0.056,0.055
18:00:19,0.053,0.053,0.053,0.055,0.053,0.052,0.054,0.052,0.054,0.053,0.053,0.052,0.055,0.056,0.055,0.058,0.056,0.058,0.056,0.055,0.06,0.059,0.057,0.055,0.055,0.057,0.055,0.057,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.055,0.053,0.057,0.057,0.056,0.055,0.056,0.058,0.057,0.057,0.057,0.056,0.055,0.055,0.057,0.058,0.056,0.055,0.057,0.057,0.056,0.058,0.057,0.057,0.057,0.052,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.057,0.057,0.056,0.054,0.059,0.059,0.059,0.055,0.055,0.056,0.058,0.056,0.056,0.055,0.054,0.053,0.056,0.057,0.057,0.054,0.054,0.053,0.056,0.056,0.055,0.055,0.055
19:00:20,0.053,0.053,0.053,0.055,0.053,0.052,0.053,0.052,0.053,0.053,0.053,0.052,0.055,0.056,0.055,0.057,0.056,0.058,0.056,0.055,0.06,0.059,0.057,0.055,0.055,0.057,0.055,0.056,0.055,0.057,0.055,0.055,0.056,0.059,0.058,0.055,0.053,0.057,0.057,0.056,0.055,0.055,0.057,0.057,0.057,0.057,0.056,0.055,0.055,0.057,0.058,0.056,0.055,0.057,0.057,0.056,0.058,0.057,0.057,0.056,0.052,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.056,0.056,0.057,0.056,0.054,0.058,0.059,0.059,0.054,0.055,0.056,0.058,0.056,0.056,0.055,0.054,0.052,0.056,0.057,0.057,0.054,0.054,0.053,0.056,0.056,0.055,0.055,0.055
20:00:21,0.052,0.053,0.052,0.055,0.053,0.052,0.053,0.052,0.054,0.053,0.053,0.052,0.055,0.056,0.055,0.057,0.056,0.057,0.056,0.055,0.06,0.059,0.057,0.055,0.054,0.056,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.055,0.053,0.056,0.058,0.056,0.055,0.056,0.057,0.057,0.057,0.057,0.056,0.055,0.055,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.057,0.057,0.057,0.056,0.052,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.056,0.057,0.057,0.056,0.054,0.058,0.059,0.059,0.054,0.055,0.056,0.058,0.057,0.056,0.055,0.054,0.053,0.056,0.057,0.057,0.054,0.054,0.053,0.056,0.056,0.055,0.055,0.054
21:00:22,0.053,0.053,0.052,0.054,0.053,0.052,0.053,0.052,0.053,0.053,0.053,0.051,0.055,0.056,0.055,0.057,0.056,0.058,0.056,0.055,0.06,0.059,0.057,0.055,0.055,0.057,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.058,0.058,0.054,0.053,0.057,0.057,0.056,0.055,0.055,0.057,0.057,0.057,0.057,0.057,0.055,0.055,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.057,0.056,0.052,0.057,0.06,0.058,0.055,0.055,0.056,0.055,0.057,0.056,0.057,0.056,0.054,0.059,0.059,0.059,0.054,0.055,0.056,0.058,0.057,0.056,0.055,0.054,0.052,0.056,0.057,0.056,0.054,0.054,0.053,0.056,0.056,0.055,0.055,0.054
22:00:23,0.052,0.053,0.052,0.054,0.053,0.052,0.053,0.052,0.053,0.053,0.053,0.051,0.055,0.056,0.055,0.057,0.056,0.058,0.056,0.055,0.06,0.059,0.057,0.054,0.054,0.057,0.055,0.056,0.055,0.057,0.055,0.055,0.056,0.059,0.058,0.054,0.053,0.056,0.057,0.056,0.055,0.055,0.057,0.057,0.057,0.057,0.056,0.055,0.055,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.057,0.056,0.052,0.057,0.059,0.058,0.055,0.055,0.056,0.055,0.057,0.057,0.056,0.056,0.054,0.059,0.059,0.059,0.054,0.055,0.055,0.058,0.056,0.056,0.055,0.054,0.052,0.056,0.057,0.056,0.054,0.054,0.053,0.056,0.056,0.055,0.055,0.054
23:00:24,0.052,0.052,0.052,0.054,0.052,0.051,0.053,0.051,0.053,0.053,0.053,0.051,0.054,0.056,0.055,0.057,0.056,0.057,0.056,0.055,0.06,0.059,0.057,0.054,0.054,0.057,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.054,0.053,0.056,0.057,0.056,0.055,0.055,0.058,0.057,0.057,0.057,0.056,0.055,0.055,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.057,0.057,0.057,0.056,0.051,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.056,0.056,0.057,0.056,0.054,0.058,0.059,0.059,0.054,0.055,0.056,0.058,0.056,0.056,0.055,0.053,0.051,0.056,0.057,0.057,0.054,0.054,0.053,0.056,0.055,0.054,0.055,0.054
24:00:24,0.052,0.052,0.052,0.054,0.052,0.051,0.053,0.051,0.053,0.052,0.052,0.051,0.055,0.055,0.055,0.057,0.056,0.057,0.056,0.055,0.06,0.059,0.057,0.054,0.054,0.057,0.055,0.056,0.055,0.057,0.055,0.055,0.056,0.058,0.058,0.054,0.053,0.056,0.057,0.056,0.055,0.055,0.058,0.057,0.056,0.057,0.056,0.055,0.055,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.057,0.056,0.051,0.057,0.06,0.058,0.055,0.055,0.056,0.055,0.057,0.057,0.057,0.056,0.054,0.059,0.059,0.059,0.054,0.055,0.056,0.058,0.056,0.056,0.055,0.053,0.051,0.056,0.056,0.056,0.053,0.054,0.052,0.056,0.055,0.054,0.054,0.053
25:00:27,0.052,0.052,0.052,0.054,0.052,0.051,0.053,0.051,0.053,0.052,0.052,0.05,0.054,0.056,0.055,0.057,0.056,0.058,0.056,0.055,0.06,0.059,0.058,0.054,0.054,0.056,0.055,0.056,0.055,0.057,0.055,0.055,0.056,0.059,0.058,0.054,0.052,0.056,0.057,0.056,0.055,0.055,0.057,0.057,0.057,0.057,0.056,0.054,0.054,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.057,0.057,0.057,0.056,0.051,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.057,0.056,0.054,0.059,0.059,0.059,0.054,0.055,0.055,0.058,0.056,0.056,0.055,0.053,0.051,0.055,0.056,0.056,0.053,0.054,0.052,0.055,0.055,0.054,0.054,0.053
26:00:27,0.052,0.052,0.052,0.054,0.052,0.051,0.053,0.051,0.052,0.052,0.052,0.05,0.054,0.056,0.055,0.058,0.056,0.058,0.056,0.055,0.06,0.059,0.057,0.054,0.054,0.057,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.054,0.052,0.056,0.057,0.056,0.055,0.055,0.058,0.057,0.057,0.057,0.056,0.055,0.055,0.057,0.059,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.057,0.056,0.051,0.057,0.06,0.058,0.055,0.055,0.056,0.055,0.057,0.057,0.057,0.055,0.054,0.059,0.059,0.059,0.054,0.055,0.055,0.058,0.056,0.056,0.055,0.053,0.051,0.055,0.056,0.056,0.053,0.053,0.052,0.055,0.055,0.054,0.054,0.053
27:00:28,0.051,0.052,0.051,0.053,0.051,0.051,0.052,0.051,0.052,0.052,0.052,0.05,0.054,0.056,0.055,0.057,0.056,0.057,0.056,0.055,0.06,0.059,0.057,0.053,0.054,0.056,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.054,0.052,0.057,0.057,0.056,0.055,0.055,0.057,0.057,0.057,0.057,0.056,0.054,0.054,0.057,0.059,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.057,0.056,0.051,0.057,0.059,0.058,0.055,0.055,0.056,0.055,0.057,0.057,0.057,0.055,0.054,0.059,0.059,0.059,0.054,0.055,0.055,0.058,0.056,0.056,0.055,0.053,0.051,0.055,0.056,0.056,0.053,0.053,0.052,0.055,0.055,0.054,0.054,0.053
28:00:29,0.051,0.051,0.051,0.053,0.051,0.051,0.052,0.051,0.052,0.051,0.052,0.049,0.054,0.055,0.055,0.057,0.056,0.058,0.056,0.055,0.06,0.059,0.057,0.053,0.053,0.056,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.053,0.052,0.056,0.057,0.056,0.054,0.055,0.057,0.057,0.057,0.057,0.056,0.054,0.054,0.057,0.058,0.056,0.055,0.056,0.057,0.056,0.058,0.057,0.057,0.055,0.051,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.056,0.055,0.053,0.058,0.059,0.059,0.054,0.055,0.055,0.057,0.056,0.056,0.055,0.053,0.051,0.055,0.056,0.055,0.053,0.053,0.051,0.055,0.055,0.053,0.054,0.052
29:00:29,0.051,0.051,0.051,0.053,0.051,0.05,0.052,0.05,0.052,0.051,0.051,0.048,0.053,0.056,0.055,0.057,0.056,0.057,0.056,0.055,0.06,0.059,0.057,0.053,0.053,0.056,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.058,0.057,0.053,0.052,0.056,0.057,0.056,0.054,0.056,0.057,0.057,0.057,0.057,0.056,0.054,0.054,0.057,0.058,0.056,0.056,0.056,0.057,0.056,0.058,0.057,0.057,0.055,0.051,0.057,0.06,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.057,0.055,0.053,0.058,0.059,0.059,0.054,0.055,0.055,0.057,0.056,0.055,0.055,0.053,0.05,0.055,0.056,0.055,0.053,0.053,0.051,0.055,0.055,0.053,0.053,0.052
30:00:31,0.051,0.051,0.051,0.053,0.051,0.05,0.052,0.05,0.052,0.051,0.051,0.048,0.053,0.056,0.055,0.057,0.056,0.057,0.056,0.055,0.06,0.059,0.057,0.053,0.053,0.056,0.055,0.056,0.055,0.057,0.055,0.055,0.056,0.058,0.058,0.053,0.052,0.057,0.057,0.056,0.055,0.055,0.058,0.057,0.056,0.057,0.056,0.054,0.054,0.057,0.058,0.056,0.056,0.057,0.057,0.056,0.058,0.057,0.057,0.055,0.051,0.057,0.059,0.058,0.055,0.055,0.055,0.055,0.057,0.056,0.057,0.055,0.053,0.058,0.059,0.059,0.054,0.055,0.055,0.058,0.056,0.056,0.055,0.052,0.05,0.055,0.055,0.055,0.052,0.053,0.051,0.054,0.054,0.053,0.053,0.052
31:00:31,0.05,0.051,0.051,0.053,0.051,0.05,0.052,0.05,0.051,0.051,0.051,0.047,0.053,0.055,0.055,0.057,0.056,0.057,0.056,0.055,0.059,0.059,0.057,0.053,0.053,0.056,0.054,0.056,0.055,0.057,0.055,0.055,0.056,0.058,0.058,0.053,0.052,0.056,0.057,0.056,0.054,0.055,0.057,0.057,0.057,0.056,0.056,0.054,0.053,0.057,0.058,0.056,0.056,0.056,0.057,0.056,0.057,0.056,0.057,0.055,0.051,0.057,0.06,0.058,0.055,0.055,0.055,0.054,0.056,0.056,0.057,0.054,0.053,0.058,0.058,0.059,0.054,0.054,0.055,0.058,0.056,0.055,0.055,0.052,0.05,0.054,0.055,0.055,0.052,0.053,0.051,0.054,0.054,0.053,0.053,0.051
32:00:32,0.05,0.051,0.05,0.052,0.051,0.05,0.052,0.05,0.051,0.051,0.051,0.047,0.053,0.056,0.055,0.057,0.056,0.057,0.056,0.055,0.059,0.059,0.057,0.053,0.053,0.056,0.055,0.056,0.055,0.057,0.055,0.055,0.056,0.059,0.058,0.053,0.052,0.056,0.057,0.056,0.054,0.055,0.057,0.057,0.057,0.057,0.056,0.054,0.053,0.057,0.058,0.056,0.056,0.056,0.057,0.057,0.057,0.057,0.057,0.055,0.05,0.056,0.059,0.058,0.055,0.055,0.056,0.055,0.056,0.056,0.056,0.054,0.053,0.058,0.059,0.059,0.054,0.055,0.055,0.058,0.056,0.056,0.055,0.052,0.049,0.054,0.055,0.055,0.052,0.052,0.051,0.054,0.054,0.053,0.053,0.051
33:00:34,0.05,0.051,0.05,0.053,0.051,0.05,0.052,0.05,0.051,0.051,0.051,0.047,0.053,0.056,0.055,0.058,0.056,0.057,0.056,0.055,0.06,0.06,0.057,0.053,0.053,0.056,0.055,0.056,0.055,0.058,0.055,0.055,0.056,0.059,0.058,0.053,0.052,0.056,0.057,0.056,0.055,0.056,0.058,0.057,0.057,0.057,0.056,0.053,0.054,0.057,0.058,0.056,0.056,0.056,0.057,0.056,0.058,0.057,0.057,0.055,0.051,0.057,0.06,0.058,0.055,0.055,0.056,0.055,0.056,0.057,0.057,0.054,0.052,0.058,0.059,0.059,0.054,0.055,0.055,0.058,0.057,0.056,0.055,0.052,0.049,0.054,0.055,0.055,0.052,0.052,0.051,0.055,0.054,0.053,0.053,0.051
